source,translated,language
translate to Marathi: Unselect Items Matching...,@ action: inmenu Edit,Marathi
translate to Marathi: List the available profiles,उपलब्ध प्रोफाइल यादीनुरूप दर्शवा,Marathi
translate to Marathi: In Canada they speak English and French.,कॅनडामध्ये इंग्रजी व फ्रेंच बोलली जाते.,Marathi
translate to Marathi: She's smarter than him.,ती त्याच्यापेक्षा जास्त हुशार आहे.,Marathi
"translate to Marathi: Using this option will only set the selection when highlighting something and the clipboard when choosing e. g. ""Copy"" in a menubar.",क्रिया कार्यान्वीत करा (A),Marathi
translate to Marathi: Developer (misc stuff),डेव्हलपर (मिश्र बाब),Marathi
translate to Marathi: Shortcuts for %1,% 1 करीता शार्टकट,Marathi
translate to Marathi: Config database not specified in config file.,संरचना फायलीत संरचना डेटाबेस निर्धारित केलेला नाही.,Marathi
translate to Marathi: Disabled color effect amount,अकार्यान्वीत रंग प्रभाव प्रमाण,Marathi
translate to Marathi: Please replace the disc with a writable CD with at least %i MiB of free space.,कृपया डिस्कला राइटजोगी तसेच किमान %i MiB मोकळी जागा असलेल्या CD सह बदला.,Marathi
translate to Marathi: She wants to meet him again.,तिला त्याला परत भेटायचं आहे.,Marathi
translate to Marathi: Could you teach me how to play the piano?,पियानो कसा वाजवतात तुम्ही मला शिकवू शकाल का?,Marathi
translate to Marathi: She has lost weight.,त्यांनी वजन कमी केलंय.,Marathi
translate to Marathi: He will be in London at this time tomorrow.,तो उद्या यावेळी लंडनमध्ये असेल.,Marathi
translate to Marathi: & Use same size for all elements,सर्व घटक करीता समान आकार वापरा (U),Marathi
translate to Marathi: Finished Jobs,पूर्ण केलेले कार्य,Marathi
translate to Marathi: She stole my clothes!,तिने माझे कपडे चोरले!,Marathi
translate to Marathi: Nobody was home.,घरी कोणी नव्हतं.,Marathi
translate to Marathi: Test,चाचणी,Marathi
translate to Marathi: He didn't want to go to Japan.,त्याला जपानला जायचं नव्हतं.,Marathi
translate to Marathi: When will it begin?,सुरू कधी होणार आहे?,Marathi
translate to Marathi: All Providers,पुरवठाकर्ता:% 1,Marathi
translate to Marathi: striking,आदळत आहे,Marathi
translate to Marathi: it looks like a National Insurance number.,राष्ट्रीय इन्शॉरन्स् क्रमांक प्रमाणे आढळते.,Marathi
translate to Marathi: I don't want to do this with you.,मला असं तुझ्याबरोबर करायचं नाहीये.,Marathi
translate to Marathi: Bookmark Folder Deletion,ओळखचिन्ह संचयीका नष्ट करणे,Marathi
translate to Marathi: %1 B,% 1 B,Marathi
translate to Marathi: Invalid Entry,अवैद नोंदणी,Marathi
translate to Marathi: The cold wind is blowing from the sea.,समुद्रापासून एक थंडगार वारा उडत येत आहे.,Marathi
translate to Marathi: Liberia,लाइबेरियाName,Marathi
translate to Marathi: Button Background,बटण पार्श्वभूमी,Marathi
translate to Marathi: dim screen,पडदा पूर्णतया डिम करा,Marathi
translate to Marathi: The file is not a valid KDM theme archive.,फाइल वैध KDM सुत्रयोजना संग्रह नाही. @ title: window,Marathi
translate to Marathi: I'm saving money for a car.,मी गाडी विकत घेण्यासाठी पैसे वाचवतेय.,Marathi
translate to Marathi: This is the font used to display text that is marked up as italic.,या फॉन्टचा वापर तिरपे चिन्हाकृत केलेले पाठ्य दर्शविण्याकरीता केला जातो.,Marathi
translate to Marathi: Should the URL be editable for the user,वापकर्ताकरीता URL संपादीत करायचे,Marathi
"translate to Marathi: Enter the items you want to select, separated by spaces.",आपल्याला निवडायच्या बाबी रिक्त जागांनी विलग करून लिहा.,Marathi
translate to Marathi: Failed tocreate Widget.,विजेट बनविण्यास अपयशी.,Marathi
translate to Marathi: IRQ,IRQ,Marathi
"translate to Marathi: WARNING: The identity of the remote host '%1 'has changed! Someone could be eavesdropping on your connection, or the administrator may have just changed the host's key. Either way, you should verify the host's key fingerprint with the host's administrator. The key fingerprint is: %2 Add the correct host key to ""%3"" to get rid of this message.",यजमान कि नकारले गेली.,Marathi
